table,text,translation
GEM:MATERIAL:PLURAL,brown jaspers,갈색 벽옥
GEM:MATERIAL:PLURAL,picture jaspers,픽처 벽옥
GEM:MATERIAL:PLURAL,smoky quartzes,연수정
GEM:MATERIAL:PLURAL,wax opals,왁스 오팔
GEM:MATERIAL:PLURAL,wood opals,우드 오팔
GEM:MATERIAL:PLURAL,amber opals,앰버 오팔
GEM:MATERIAL:PLURAL,gold opals,골드 오팔
GEM:MATERIAL:PLURAL,citrines,황수정
GEM:MATERIAL:PLURAL,yellow jaspers,노란 벽옥
GEM:MATERIAL:PLURAL,tigereyes,호안석
GEM:MATERIAL:PLURAL,tiger irons,타이거 아이언
GEM:MATERIAL:PLURAL,sunstones,일장석
GEM:MATERIAL:PLURAL,resin opals,레진 오팔
GEM:MATERIAL:PLURAL,pyrites,황철석
GEM:MATERIAL:PLURAL,clear tourmalines,투명 전기석
GEM:MATERIAL:PLURAL,gray chalcedonies,회색 옥수
GEM:MATERIAL:PLURAL,dendritic agates,덴드리틱 마노
GEM:MATERIAL:PLURAL,shell opals,쉘 오팔
GEM:MATERIAL:PLURAL,bone opals,본 오팔
GEM:MATERIAL:PLURAL,white chalcedonies,흰 옥수
GEM:MATERIAL:PLURAL,fortification agates,성곽 마노
GEM:MATERIAL:PLURAL,milk quartzes,유백수정
GEM:MATERIAL:PLURAL,moonstones,월장석
GEM:MATERIAL:PLURAL,white jades,흰 비취
GEM:MATERIAL:PLURAL,jasper opals,벽옥 오팔
GEM:MATERIAL:PLURAL,pineapple opals,파인애플 오팔
GEM:MATERIAL:PLURAL,onyx opals,오닉스 오팔
GEM:MATERIAL:PLURAL,milk opals,밀크 오팔
GEM:MATERIAL:PLURAL,pipe opals,파이프 오팔
GEM:MATERIAL:PLURAL,aventurines,아벤추린
GEM:MATERIAL:PLURAL,turquoises,터키석
GEM:MATERIAL:PLURAL,rose quartzes,장미수정
GEM:MATERIAL:PLURAL,rock crystals,암석수정
GEM:MATERIAL:PLURAL,black zircons,검은 지르콘
GEM:MATERIAL:PLURAL,black pyropes,검은 파이로프
GEM:MATERIAL:PLURAL,melanites,멜라나이트
GEM:MATERIAL:PLURAL,indigo tourmalines,남색 전기석
GEM:MATERIAL:PLURAL,blue garnets,파란 석류석
GEM:MATERIAL:PLURAL,tsavorites,차보라이트
GEM:MATERIAL:PLURAL,green tourmalines,녹색 전기석
GEM:MATERIAL:PLURAL,demantoids,데만토이드
GEM:MATERIAL:PLURAL,green zircons,녹색 지르콘
GEM:MATERIAL:PLURAL,green jades,녹색 비취
GEM:MATERIAL:PLURAL,heliodors,헬리오도르
GEM:MATERIAL:PLURAL,peridots,페리도트
GEM:MATERIAL:PLURAL,red zircons,붉은 지르콘
GEM:MATERIAL:PLURAL,red tourmalines,붉은 투어멀린
GEM:MATERIAL:PLURAL,red pyropes,붉은 파이로프
GEM:MATERIAL:PLURAL,almandines,알만딘
GEM:MATERIAL:PLURAL,red grossulars,붉은 그로슐라
GEM:MATERIAL:PLURAL,pink tourmalines,분홍 투어멀린
GEM:MATERIAL:PLURAL,red beryls,붉은 베릴
GEM:MATERIAL:PLURAL,fire opals,파이어 오팔
GEM:MATERIAL:PLURAL,rhodolites,로돌라이트
GEM:MATERIAL:PLURAL,purple spinels,보라색 스피넬
GEM:MATERIAL:PLURAL,alexandrites,알렉산드라이트
GEM:MATERIAL:PLURAL,tanzanites,탄자나이트
GEM:MATERIAL:PLURAL,morganites,모르가나이트
GEM:MATERIAL:PLURAL,violet spessartines,보라색 스페사르틴
GEM:MATERIAL:PLURAL,pink garnets,분홍 가넷
GEM:MATERIAL:PLURAL,kunzites,쿤자이트
GEM:MATERIAL:PLURAL,cinnamon grossulars,계피색 그로슐라
GEM:MATERIAL:PLURAL,honey yellow beryls,꿀빛 베릴
GEM:MATERIAL:PLURAL,jelly opals,젤리 오팔
GEM:MATERIAL:PLURAL,brown zircons,갈색 지르콘
GEM:MATERIAL:PLURAL,yellow zircons,노란 지르콘
GEM:MATERIAL:PLURAL,golden beryls,금빛 베릴
GEM:MATERIAL:PLURAL,yellow spessartines,주황색 스페사르틴
GEM:MATERIAL:PLURAL,topazes,토파즈
GEM:MATERIAL:PLURAL,topazolites,토파졸라이트
GEM:MATERIAL:PLURAL,yellow grossulars,연황갈색 그로슐라
GEM:MATERIAL:PLURAL,rubicelles,주황색 스피넬
GEM:MATERIAL:PLURAL,clear garnets,투명 가넷
GEM:MATERIAL:PLURAL,goshenites,고셰나이트
GEM:MATERIAL:PLURAL,cat's eyes,캣츠아이
GEM:MATERIAL:PLURAL,clear zircons,투명 지르콘
GEM:MATERIAL:PLURAL,amethysts,자수정
GEM:MATERIAL:PLURAL,aquamarines,아쿠아마린
GEM:MATERIAL:PLURAL,red spinels,붉은 스피넬
GEM:MATERIAL:PLURAL,chrysoberyls,크리소베릴
GEM:MATERIAL:PLURAL,precious fire opals,귀한 파이어 오팔
GEM:MATERIAL:PLURAL,red flash opals,붉은 섬광 오팔
GEM:MATERIAL:PLURAL,black opals,검은 오팔
GEM:MATERIAL:PLURAL,white opals,흰 오팔
GEM:MATERIAL:PLURAL,crystal opals,크리스털 오팔
GEM:MATERIAL:PLURAL,claro opals,연기 오팔
GEM:MATERIAL:PLURAL,levin opals,번개 오팔
GEM:MATERIAL:PLURAL,harlequin opals,할리퀸 오팔
GEM:MATERIAL:PLURAL,pinfire opals,핀파이어 오팔
GEM:MATERIAL:PLURAL,bandfire opals,밴드파이어 오팔
GEM:MATERIAL:PLURAL,light yellow diamonds,밝은 노란 다이아몬드
GEM:MATERIAL:PLURAL,faint yellow diamonds,옅은 노란 다이아몬드
GEM:MATERIAL:PLURAL,emeralds,에메랄드
GEM:MATERIAL:PLURAL,rubies,루비
GEM:MATERIAL:PLURAL,sapphires,사파이어
GEM:MATERIAL:PLURAL,clear diamonds,투명 다이아몬드
GEM:MATERIAL:PLURAL,red diamonds,빨간 다이아몬드
GEM:MATERIAL:PLURAL,green diamonds,초록 다이아몬드
GEM:MATERIAL:PLURAL,blue diamonds,파란 다이아몬드
GEM:MATERIAL:PLURAL,yellow diamonds,노란 다이아몬드
GEM:MATERIAL:PLURAL,black diamonds,검은 다이아몬드
GEM:MATERIAL:PLURAL,star sapphires,스타 사파이어
GEM:MATERIAL:PLURAL,star rubies,스타 루비
