table,text,translation
CONSTRUCTION_MENU:WORKSHOPS_FURNACES,Glass furnace,유리 용광로
CONSTRUCTION_MENU:WORKSHOPS_FURNACES,Kiln,가마
CONSTRUCTION_MENU:WORKSHOPS_FURNACES,Magma glass furnace,마그마 유리 용광로
CONSTRUCTION_MENU:WORKSHOPS_FURNACES,Magma kiln,마그마 가마
CONSTRUCTION_MENU:WORKSHOPS_FURNACES,Magma smelter,마그마 제련로
CONSTRUCTION_MENU:WORKSHOPS_FURNACES,Smelter,제련로
CONSTRUCTION_MENU:WORKSHOPS_FURNACES,Wood furnace,목탄로
CONSTRUCTION_MENU:WORKSHOPS_CLOTHING,Leather,가죽
CONSTRUCTION_MENU:WORKSHOPS_CLOTHING,Loom,베틀
CONSTRUCTION_MENU:WORKSHOPS_CLOTHING,Clothes,의복
CONSTRUCTION_MENU:WORKSHOPS_CLOTHING,Dyer,염색공
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Farm plot,경작지
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Still,증류기
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Butcher,도살자
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Tanner,무두장이
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Fishery,어장
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Kitchen,부엌
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Farmer,농부
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Quern,손 맷돌
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Vermin Catcher's Shop,소동물 포획소
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Nest box,둥지 상자
CONSTRUCTION_MENU:WORKSHOPS_FARMING,Hive,벌통
CONSTRUCTION_MENU:FURNITURE,Bed,침대
CONSTRUCTION_MENU:FURNITURE,Chair,의자
CONSTRUCTION_MENU:FURNITURE,Table,탁자
CONSTRUCTION_MENU:FURNITURE,Chest,궤짝
CONSTRUCTION_MENU:FURNITURE,Cabinet,옷장
CONSTRUCTION_MENU:FURNITURE,Burial,매장지
CONSTRUCTION_MENU:FURNITURE,Slab,석판
CONSTRUCTION_MENU:FURNITURE,Statue,조각상
CONSTRUCTION_MENU:FURNITURE,Traction bench,견인대
CONSTRUCTION_MENU:FURNITURE,Bookcase,책장
CONSTRUCTION_MENU:FURNITURE,Display,전시대
CONSTRUCTION_MENU:FURNITURE,Offering place,봉헌처
CONSTRUCTION_MENU:FURNITURE,Instrument,악기
CONSTRUCTION_MENU:DOORS_HATCHES,Door,문
CONSTRUCTION_MENU:DOORS_HATCHES,Hatch,해치
CONSTRUCTION_MENU:WALLS_FLOORS,Wall,벽
CONSTRUCTION_MENU:WALLS_FLOORS,Floor,바닥
CONSTRUCTION_MENU:WALLS_FLOORS,Ramp,경사로
CONSTRUCTION_MENU:WALLS_FLOORS,Stairs,계단
CONSTRUCTION_MENU:WALLS_FLOORS,Bridge,다리
CONSTRUCTION_MENU:WALLS_FLOORS,Paved road,포장 도로
CONSTRUCTION_MENU:WALLS_FLOORS,Dirt road,흙길
CONSTRUCTION_MENU:WALLS_FLOORS,Fortification,방벽
CONSTRUCTION_MENU:WALLS_FLOORS,Wall grate,벽 격자
CONSTRUCTION_MENU:WALLS_FLOORS,Floor grate,바닥 격자
CONSTRUCTION_MENU:WALLS_FLOORS,Vertical bars,수직 창살
CONSTRUCTION_MENU:WALLS_FLOORS,Floor bars,바닥 창살
CONSTRUCTION_MENU:WALLS_FLOORS,Glass window,유리 창문
CONSTRUCTION_MENU:WALLS_FLOORS,Gem window,보석 창문
CONSTRUCTION_MENU:WALLS_FLOORS,Support,지지대
CONSTRUCTION_MENU:WALLS_FLOORS,Track,궤도
CONSTRUCTION_MENU:WALLS_FLOORS,Track stop,궤도 정지점
CONSTRUCTION_MENU:MACHINES_FLUIDS,Lever,레버
CONSTRUCTION_MENU:MACHINES_FLUIDS,Well,우물
CONSTRUCTION_MENU:MACHINES_FLUIDS,Floodgate,수문
CONSTRUCTION_MENU:MACHINES_FLUIDS,Screw pump,나사 펌프
CONSTRUCTION_MENU:MACHINES_FLUIDS,Water wheel,수차
CONSTRUCTION_MENU:MACHINES_FLUIDS,Windmill,풍차
CONSTRUCTION_MENU:MACHINES_FLUIDS,Gear assembly,기어 조립체
CONSTRUCTION_MENU:MACHINES_FLUIDS,Horizontal axle,수평 동력축
CONSTRUCTION_MENU:MACHINES_FLUIDS,Vertical axle,수직 동력축
CONSTRUCTION_MENU:MACHINES_FLUIDS,Millstone,맷돌
CONSTRUCTION_MENU:MACHINES_FLUIDS,Rollers,롤러
CONSTRUCTION_MENU:CAGES_RESTRAINTS,Rope/chain,밧줄/사슬
CONSTRUCTION_MENU:CAGES_RESTRAINTS,Cage,우리
CONSTRUCTION_MENU:CAGES_RESTRAINTS,Animal trap,동물 덫
CONSTRUCTION_MENU:TRAPS,Pressure plate,압력판
CONSTRUCTION_MENU:TRAPS,Stone-fall,낙석
CONSTRUCTION_MENU:TRAPS,Weapon,무기
CONSTRUCTION_MENU:TRAPS,Cage,우리
CONSTRUCTION_MENU:TRAPS,Upright weapon/spike,직립 무기/가시
CONSTRUCTION_MENU:MILITARY,Archery target,궁술 과녁
CONSTRUCTION_MENU:MILITARY,Weapon rack,무기 거치대
CONSTRUCTION_MENU:MILITARY,Armor stand,갑옷 거치대
CONSTRUCTION_MENU:MILITARY,Ballista,발리스타
CONSTRUCTION_MENU:MILITARY,Catapult,투석기
